playerID,Name,Position,Club,Division,Based,Nation,Height,Weight,Age,preferredFoot,bestPos,bestRole,Value,Wage
3613,Amos Youga,"DM, M (C)",Havre AC,Domino's Ligue 2,France (Domino's Ligue 2),CTA,186,83,26,Right,M (C),BWM,500000,3100
5636,Anthony Koura,"AM (L), ST (C)",Lausanne,Swiss Challenge League,Switzerland (Challenge League),BFA,180,70,26,Right Only,ST (C),AF,150000,2000
4782,Baissama Sankoh,"DM, M (C)",Ascoli,Italian Serie B,Italy (Serie B),GUI,180,73,27,Right Only,DM,HB,450000,3100
1716,Bernardo,GK,Barra da Tijuca,Brazilian National Fourth Division,Brazil (Fourth Division),BRA,189,83,26,Right,GK,SK,13000,300
6046,Bruno,GK,Cianorte,Portuguese Premier League,Portugal (Premier League),BRA,188,89,32,Right Only,GK,G,12000,325
3915,Caio,D/WB (L),URT,Brazilian National Fourth Division,Brazil (Fourth Division),BRA,168,65,20,Left,D (L),FB,10500,325
4902,Carlao,"D (C), DM",Guarany de Sobral,Unknown,Brazil,BRA,187,80,30,Right,DM,BWM,28000,700
3533,Christian Kouakou,"AM (RL), ST (C)",Qabala,Azeri Premier League,Azerbaijan (Premier League),CIV,182,72,28,Right,AM (R),W,625000,0
7567,Christoph Daferner,ST (C),Dynamo Dresden,Bundesliga 2,Germany (Bundesliga 2),GER,187,82,21,Right,ST (C),P,140000,3600
3889,Constantin Nica,D (R),Vojvodina,Serbian SuperLeague,Serbia (SuperLeague),ROU,182,77,26,Right,D (R),CWB,140000,350
3130,Denis Davydov,"AM (C), ST (C)",CSKA-Sofia,Bulgarian First League,Bulgaria (First League),RUS,175,65,24,Right,ST (C),F9,145000,1600
1097,Edenilson,"DM, M (C)",Panevezys,Lithuanian A League,Lithuania (A League),BRA,185,72,31,Left,M (C),BWM,80000,375
1020,Elliot Lee,"AM (C), ST (C)",Luton,Sky Bet Championship,England (Sky Bet Championship),ENG,176,72,24,Right,ST (C),AF,625000,3000
7430,Emerson,"D (C), DM",Potenza,Unknown,Brazil,BRA,187,80,38,Left,D (C),NCB,17750,2200
5967,Emmanuel Bourgaud,M/AM (RLC),Red Star FC,French National,France (National),FRA,179,75,31,Right,AM (L),IW,125000,3000
5550,Evandro,D (L),Central (PE),Brazilian National Second Division,Brazil (Second Division),BRA,170,66,22,Left,D (L),FB,18500,525
8047,Evgeny Cherkes,M/AM (C),Rostov,Russian Premier League,Russia (Premier League),RUS,181,65,18,Right Only,M (C),BBM,23000,275
4009,Facundo Lescano,ST (C),Sicula Leonzio,Italian Serie C/C,Italy (Serie C/C),ARG,190,75,22,Right Only,ST (C),TM,65000,1300
1937,Fernando,GK,Almeria,Unknown,Brazil,ESP,185,79,29,Right Only,GK,G,350000,3000
3348,Florian Sotoca,"AM (R), ST (C)",RC Lens,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,187,81,28,Right Only,AM (R),W,875000,2700
1132,Gabriel,D (C),Uniao Rondonopolis,Brazilian National Second Division,Brazil (Second Division),BRA,187,80,29,Right Only,D (C),CD,120000,1600
5368,Gia Grigalava,D (LC),Arsenal Tula,Russian Premier League,Russia (Premier League),GEO,191,93,29,Left Only,D (C),CD,825000,13000
8540,Giacomo Manzari,AM (RC),Sassuolo,Italian Serie A,Italy (Serie A),ITA,178,72,18,Left,AM (C),AP,41500,475
6467,Giovanni Volpicelli,"DM, M (C)",Arezzo,Italian Serie C/A,Italy (Serie C/A),ITA,175,67,19,Right,DM,BWM,135000,475
9177,Giuseppe Mastinu,AM (RL),Spezia,Italian Serie A,Italy (Serie A),ITA,175,77,27,Left,AM (L),W,550000,650
2703,Guilherme,D/WB (R),TPC,Unknown,Brazil,BRA,184,75,24,Right Only,D (R),WB,11000,275
6870,Herve Lybohy,D (C),Nancy,Domino's Ligue 2,France (Domino's Ligue 2),CIV,186,85,35,Left Only,D (C),CD,62000,1800
4479,Jason Davidson,D (LC),Ulsan,Hana 1Q K LEAGUE 1,South Korea (K LEAGUE 1),AUS,181,75,27,Left Only,D (L),WB,150000,1400
8566,Joel Mumbongo,ST (C),Burnley,English Premier Division,England (Premier Division),SWE,187,82,20,Right Only,ST (C),PF,450000,2000
6001,Jonathan Tinhan,"M (R), AM (RL), ST (C)",Grenoble,Domino's Ligue 2,France (Domino's Ligue 2),FRA,178,69,30,Right Only,AM (R),W,500000,2700
4755,Joris Delle,GK,Orlando Pirates,South African Premier Soccer League,South Africa (South African Premiership),FRA,189,90,29,Left Only,GK,SK,155000,2400
6101,Kaylen Hinds,"AM (LC), ST (C)",Watford,Sky Bet Championship,England (Sky Bet Championship),ENG,179,80,21,Right,ST (C),PF,750000,5000
402,Konstantin Engel,"D (RL), WB (R), DM, M (C)",Osnabruck,Bundesliga 2,Germany (Bundesliga 2),KAZ,179,79,31,Right,D (R),NFB,98000,2600
6576,Kwadwo Poku,"M (C), AM (RC), ST (C)",Unknown,Unknown,U.S.A.,GHA,186,84,27,Right,AM (C),SS,0,0
3483,Laurent Dos Santos,"D (R), DM, M (C)",VAFC,Domino's Ligue 2,France (Domino's Ligue 2),FRA,177,70,26,Right Only,D (R),FB,725000,3900
7266,Leon Dajaku,"M (RL), AM (RLC), ST (C)",Union Berlin,Bundesliga,Germany (Bundesliga),GER,180,75,18,Right,AM (C),SS,65000,700
9054,Leon Sabua,"M (C), AM (RLC)",Krasnodar-3,Russian Second Division - South,Russia (Second Division - South),RUS,182,72,18,Left,AM (L),W,45500,525
8337,Luca Horn,"D/WB (L), M (RL), AM (L)",VfL Wolfsburg II,German Regional Division North,Germany (Regional Div. North),GER,177,71,20,Left Only,M (L),W,110000,550
5945,Marko Petkovic,D/WB (R),Tondela,Portuguese Premier League,Portugal (Premier League),SRB,185,77,26,Right,D (R),WB,425000,1100
405,Mart Ristl,"DM, M (C)",Koln,3. Liga,Germany (3. Liga),GER,179,77,22,Right,DM,BWM,71000,1300
9607,Mateo Barac,D (C),SK Rapid Vienna,Austrian Premier Division,Austria (Premier Division),CRO,190,82,24,Left,D (C),NCB,475000,10750
7221,Matthias Phaeton,ST (C),FC Bastia-Borgo,French National,France (National),FRA,181,87,19,Right Only,ST (C),AF,205000,600
6268,Miral Samardzic,D (C),Olimpija,Slovenian First League,Slovenia (First League),SVN,187,83,32,Right,D (C),CD,150000,1300
4717,Modou Sougou,"AM (R), ST (C)",Mumbai,Unknown,India,SEN,178,66,34,Right,AM (R),W,7000,3100
3693,Nolan Mbemba,"DM, M (C)",Havre AC,Domino's Ligue 2,France (Domino's Ligue 2),FRA,182,75,24,Right Only,DM,RGA,400000,8500
5901,Nuno Rocha,"AM (C), ST (C)",Unknown,Portuguese Aveiro First Division,Portugal (Aveiro First Division),CPV,183,74,27,Right Only,ST (C),DLF,0,0
6221,Pau Torres,GK,Lleida,Spanish Second Division B3,Spain (Second Division B3),ESP,182,77,32,Right Only,GK,SK,275000,3400
5396,Pavel Golyshev,M/AM (C),Nizhniy Novgorod,Russian First Division,Russia (First Division),RUS,176,68,31,Right,AM (C),AM,84000,2900
4750,Pedrinho,AM (C),Cabofriense,Unknown,Portugal,BRA,172,67,21,Right,AM (C),AP,22500,550
6237,Petrus Boumal,"DM, M (C)",Bld. Erzurumspor,Turkish Super League,Turkey (Super League),CMR,177,74,26,Left,DM,BWM,950000,11250
6334,Quentin Beunardeau,GK,Aves,Portuguese Premier League,Portugal (Premier League),FRA,184,77,25,Right,GK,SK,400000,1300
3270,Rafael,"DM, M (C)",CUI,Italian Serie A,Italy (Serie A),BRA,174,68,20,Right Only,DM,DLP,34000,375
2100,Rafinha,D/WB (L),Centro Sportivo Alagoano,Brazilian National Third Division,Brazil (Third Division),BRA,173,73,32,Left Only,D (L),WB,82000,800
6354,Ramiro Guerra,"DM, M (C)",Villarreal B,Spanish Second Division B3,Spain (Second Division B3),URU,183,71,22,Either,DM,DLP,235000,1700
3371,Roderic Filippi,D (C),Gaz. Ajaccio,French National,France (National),FRA,185,90,30,Right Only,D (C),NCB,525000,3400
8002,Rodrigo Riquelme,D (C),San Luis de Quillota,Chilean First Division B,Chile (First Division B),PAR,191,85,35,Right,D (C),CD,9500,375
6312,Rogerio,D (C),Sertaozinho,Brazilian National Lower Division,Brazil (Lower Division),BRA,190,85,31,Right Only,D (C),CD,26000,1000
2566,Roger,"D (LC), WB (L)",Serranense,Brazilian National Lower Division,Brazil (Lower Division),BRA,184,71,24,Right Only,D (L),IWB,95000,2000
2028,Ronaldo,GK,EC Bahia,Unknown,Brazil,BRA,194,75,16,Right,GK,G,8250,95
4352,Ronny Philp,"D (RL), WB/M (R)",Schweinfurt,German Regional Division Bavaria,Germany (Regional Div. Bavaria),GER,183,78,30,Right,D (R),WB,42000,700
5109,Rui Silva,"D (RL), WB (R)",Ac. Viseu,Portuguese Second League,Portugal (Second League),POR,178,70,23,Right,D (R),WB,225000,1000
6395,Santy Ngom,"AM (C), ST (C)",SM Caen,Domino's Ligue 2,France (Domino's Ligue 2),SEN,181,85,26,Left,ST (C),DLF,275000,825
2064,Sergio Escudero,"D (LC), WB (L)",Liniers (BB),Argentine Torneo Federal B,Argentina (Fourth Division non AFA),ARG,193,84,36,Left,D (L),NFB,23500,1400
3484,Theo Guivarch,GK,EA Guingamp,Domino's Ligue 2,France (Domino's Ligue 2),FRA,195,87,23,Right Only,GK,SK,250000,1100
4774,Valentin Belon,GK,Stade Lavallois MFC,French National,France (National),FRA,180,77,24,Right Only,GK,SK,180000,550
4841,Younes Kaabouni,M/AM (C),FCSM,Domino's Ligue 2,France (Domino's Ligue 2),FRA,180,70,24,Right,M (C),AP,245000,975
2229,Yuri,"DM, M (C)",CAX,Brazilian National Fourth Division,Brazil (Fourth Division),BRA,180,70,29,Right,DM,VOL,71000,1300
8689,Yvan Neyou,M/AM (RC),AS Saint-Etienne,French National 2 - C,France (National 2 - C),CMR,180,63,22,Right Only,AM (R),W,225000,3000
4777,Abdoul Ba,D (C),AJ Auxerre,Domino's Ligue 2,France (Domino's Ligue 2),MTN,200,96,25,Left,D (C),CD,450000,2200
4623,Adam Kokoszka,D (C),Unknown,Unknown,Poland,POL,186,78,32,Right,D (C),CD,0,0
2454,Adriano,"DM, M (C)",Atletico Mineiro,Brazilian National First Division,Brazil (First Division),BRA,179,69,19,Right Only,DM,BWM,20000,450
3407,Adryan,M/AM (C),Sion,Swiss Super League,Switzerland (Super League),BRA,175,71,24,Right,AM (C),AM,125000,1500
3778,Albert Rafetraniaina,"D (R), DM",Bisceglie,Italian Serie C/C,Italy (Serie C/C),FRA,176,66,22,Right Only,DM,BWM,71000,975
5381,Aleksandar Miljkovic,D/WB (R),Alashkert,Armenian High League,Armenia (High League),SRB,184,75,29,Right,D (R),WB,110000,775
2820,Alexandr Zotov,"DM, M (C)",Yenisey,Russian First Division,Russia (First Division),RUS,178,70,28,Right,M (C),CAR,725000,12250
6777,Andrea Chukanov,"M (R), AM (RL)",Orenburg,Russian Premier League,Russia (Premier League),RUS,186,76,23,Right,AM (R),W,300000,4400
4922,Andrej Kotnik,"M (C), AM (LC)",Maribor,Slovenian First League,Slovenia (First League),SVN,189,85,23,Right,AM (C),AM,130000,850
3124,Andrey Gorbanets,WB/M/AM (L),Dolgoprudny,Russian Second Division - West,Russia (Second Division - West),RUS,178,75,33,Right,M (L),IW,16500,2100
2763,Anton Terekhov,"AM (RL), ST (C)",Krylja Sovetov,Russian Premier League,Russia (Premier League),RUS,186,77,21,Right,AM (L),IW,120000,850
6236,Antonio Santurro,GK,Sambenedettese,Italian Serie C/B,Italy (Serie C/B),ITA,192,85,27,Right Only,GK,G,350000,3100
2733,Arsen Khubulov,AM (RL),Shakhter K.,Kazakhstan Premier League,Kazakhstan (Kazakhstan Premier League),RUS,181,74,28,Right,AM (R),W,350000,8750
4695,Arshak Koryan,"M (R), AM (RL)",Khimki,Russian First Division,Russia (First Division),RUS,169,61,24,Right,AM (R),IW,230000,5250
3802,Baptiste Aloe,D (C),Beerschot VA,Belgian Pro League B,Belgium (Pro League B),FRA,184,77,24,Right Only,D (C),NCB,450000,850
5749,Bobby Allain,GK,Olympiakos,Greek Super League 1,Greece (Super League),FRA,185,77,27,Right Only,GK,SK,275000,1700
4446,Brandon Comley,"DM, M (C)",Colchester,Sky Bet League Two,England (Sky Bet League Two),MSR,180,65,23,Right,M (C),CM,175000,1300
6046,Bruno,GK,Gil Vicente,Brazilian National Fourth Division,Brazil (Fourth Division),BRA,197,89,25,Right Only,GK,G,24500,825
8790,Cebio Soukou,M/AM (RL),Arminia Bielefeld,Bundesliga,Germany (Bundesliga),BEN,184,82,26,Right,M (R),W,375000,4300
3659,Christopher Maboulou,"AM (R), ST (C)",Unknown,Unknown,France,FRA,185,79,29,Right,ST (C),PF,0,0
7173,Cristian,M (C),Hospitalet,Brazilian National First Division,Brazil (First Division),ESP,186,80,29,Left,M (C),CM,300000,3400
5563,Daniel Agyei,"D (C), DM, M (C)",Carrarese,Italian Serie C/A,Italy (Serie C/A),GHA,178,75,27,Right,DM,BWM,120000,2000
6426,Daniel Pacheco,"D (C), DM, M (C)",Unknown,Unknown,Argentina,ARG,184,76,25,Right,D (C),CD,0,0
2387,Danilo,ST (C),Juventus (SP),Unknown,Brazil,BRA,186,83,28,Right Only,ST (C),P,130000,2000
2387,Danilo,ST (C),Suwon FC,Brazilian National First Division,Brazil (First Division),BRA,186,75,28,Right,ST (C),AF,86000,800
2387,Danilo,"AM (L), ST (C)",Sao Paulo,Brazilian National Lower Division,Brazil (Lower Division),BRA,174,69,20,Left,ST (C),AF,32000,375
7644,Dejan Radonjic,ST (C),Krylja Sovetov,Russian Premier League,Russia (Premier League),CRO,191,93,28,Right,ST (C),TM,550000,8750
5149,Diego Barrios,GK,Lori,Armenian High League,Armenia (High League),ESP,187,78,24,Right,GK,G,31000,210
3352,Djamel Bakar,"AM (RL), ST (C)",Unknown,Unknown,Comoros,COM,171,69,30,Right,AM (R),W,0,0
3183,Douglas,GK,Vit. Guimaraes B,Unknown,Brazil,BRA,188,87,36,Right Only,GK,SK,41000,3700
7427,Driss Trichard,"D/WB (L), DM",Clermont,Domino's Ligue 2,France (Domino's Ligue 2),FRA,176,70,24,Left Only,D (L),FB,195000,875
7213,Ewerton,AM (RL),Mlada Boleslav,Czech First Division,Czech Republic (First Division),BRA,175,73,22,Left,AM (L),W,300000,1300
3420,Fabinho,D/WB (R),SLB,Portuguese Premier League,Portugal (Premier League),POR,170,63,18,Right Only,D (R),CWB,10500,1300
5371,Federico Rasic,ST (C),Unknown,Unknown,Argentina,ARG,194,83,27,Either,ST (C),TM,0,0
9153,Filip Mrzljak,"DM, M (C)",Dinamo Bucuresti,Romanian First League,Romania (Casa Liga I),CRO,175,76,26,Right Only,M (C),BBM,1300000,850
8052,Filip Rogic,"WB (L), DM, M (LC)",Orenburg,Russian Premier League,Russia (Premier League),SWE,181,78,26,Right,M (C),BWM,625000,9000
2699,Finn Porath,"DM, M/AM (LC)",Holstein Kiel II,German Regional Division North,Germany (Regional Div. North),GER,179,68,22,Left,M (C),DLP,125000,3900
8663,Flavius Daniliuc,"D (RLC), WB (RL), DM, M (C)",OGC Nice,French Reserves Group 1,France (Reserves Group 1),AUT,186,74,18,Right,D (L),IWB,66000,1100
2651,Fynn Arkenberg,"D (RC), WB (R)",Rodinghausen,German Regional Division West,Germany (Regional Div. West),GER,188,78,23,Right,D (R),FB,82000,550
2268,Gabi,GK,Famalicao,Portuguese Premier League,Portugal (Premier League),BRA,194,85,22,Right,GK,G,3400,1000
1132,Gabriel,D/WB (R),Gaz Metan Medias,Italian Serie B,Italy (Serie B),BRA,170,65,31,Right Only,D (R),FB,350000,1100
1132,Gabriel,D/WB (L),Sao Mateus,Brazilian National Second Division,Brazil (Second Division),BRA,183,72,30,Left Only,D (L),WB,9500,325
3701,Gautier Lloris,D (C),OGC Nice,French Reserves Group 1,France (Reserves Group 1),FRA,191,83,23,Right Only,D (C),CD,230000,875
7901,Giacomo Ricci,D/WB/M (L),Juve Stabia,Italian Serie B,Italy (Serie B),ITA,180,74,22,Left Only,D (L),FB,400000,2200
8888,Giuseppe Di Serio,"AM (L), ST (C)",Benevento,Italian Serie A,Italy (Serie A),ITA,175,65,17,Left,AM (L),W,250000,1300
2030,Henrique,D (C),Lusitania Lourosa,Ukrainian First League,Ukraine (First League),POR,187,77,32,Right,D (C),NCB,7750,250
8995,Hugo Ekitike,ST (C),Vejle,NordicBet Liga,Denmark (NordicBet Liga),FRA,177,68,17,Right,ST (C),P,60000,550
8065,Iago,D (C),Moreirense,Portugal Championship - Group A,Portugal (PT Championship A),BRA,188,83,27,Right,D (C),CD,775000,1100
8065,Iago,"AM (RLC), ST (C)",Athletico Paranaense,Portuguese Premier League,Portugal (Premier League),BRA,174,62,17,Left,AM (L),W,10000,35
2959,Igor Bezdenezhnykh,"DM, M (C)",Chaika Peschanokopskoe,Russian First Division,Russia (First Division),RUS,175,65,22,Right Only,M (C),DLP,210000,2700
3151,Igor Gorbatenko,"M (C), AM (RC)",Arsenal Tula,Russian Premier League,Russia (Premier League),RUS,170,64,30,Left,AM (C),AM,825000,13000
3165,Igor Obukhov,GK,SKA Khabarovsk,Russian First Division,Russia (First Division),RUS,190,80,23,Right,GK,G,130000,600
8692,Jerome Hergault,D/WB (RL),FC Lorient,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,185,80,33,Right,D (R),FB,275000,2700
4140,Jaime,D (C),Madura United,Indonesian League One,Indonesia (League One),BRA,183,80,29,Right Only,D (C),CD,76000,1200
4781,Janis Ikaunieks,"M (L), AM (RLC)",Stromsgodset,Norwegian Premier Division,Norway (Premier Division),LVA,183,75,24,Left,AM (L),W,300000,1300
896,Jay Fulton,M/AM (C),Swansea,Sky Bet Championship,England (Sky Bet Championship),SCO,183,78,25,Right,M (C),AP,2400000,8000
5132,Jean Carlos,"M (RL), AM (RLC)",Wisla Krakow,Brazilian National Fourth Division,Brazil (Fourth Division),BRA,185,76,23,Right,AM (R),W,140000,1600
8509,Joan Monterde,M/AM (R),Levante B,Spanish Second Division B3,Spain (Second Division B3),ESP,168,68,21,Right,AM (R),W,230000,1300
3379,John Tshibumbu,"AM (R), ST (C)",Unknown,Unknown,France,COD,176,70,30,Right,ST (C),PF,0,0
8727,Jon Morcillo,ST (C),A. Bilbao B,Spanish Second Division B2,Spain (Second Division B2),ESP,183,72,20,Left,ST (C),P,175000,1300
4031,Jonathan,AM (RLC),Bahia de Feira,Brazilian National First Division,Brazil (First Division),BRA,175,65,28,Right,AM (L),IW,33000,700
4031,Jonathan,"DM, M (C)",Puente Genil,Brazilian National Fourth Division,Brazil (Fourth Division),ESP,170,62,37,Right,M (C),DLP,20500,2000
4744,Jonathan Rivierez,"D (RC), WB (R)",SM Caen,Domino's Ligue 2,France (Domino's Ligue 2),FRA,182,82,30,Right,D (C),NCB,700000,4900
2155,Jorge Molina,"AM (C), ST (C)",Unknown,Peruvian First Division,Peru (First Division),ARG,174,67,34,Right Only,ST (C),AF,0,0
866,Joselu,"WB/M (R), AM (RL)",Unknown,Spanish Third Division Group 14,Spain (Third Division Group 14),ESP,175,70,28,Right,AM (R),W,0,0
3368,Junior Tallo,ST (C),FC Chambly,Domino's Ligue 2,France (Domino's Ligue 2),CIV,187,77,26,Right,ST (C),TM,500000,2500
3722,Kevin Gomis,D (C),Grand-Quevilly FC,French National 3 - Normandie,France (Nat 3 - Normandie),FRA,187,85,30,Right,D (C),NCB,81000,600
7865,Kirill Folmer,AM (RL),Ufa-2,Russian Second Division - Ural/Volga,Russia (Second Div. - Ural/Volga),RUS,178,63,19,Left,AM (R),IW,45500,450
9396,Ladislav Almasi,ST (C),Ruzomberok,Slovak First Division,Slovakia (First Division),SVK,196,86,20,Right,ST (C),P,65000,350
6064,Landry Bonnefoi,GK,Unknown,Unknown,France,FRA,184,72,35,Left Only,GK,G,0,0
1219,Luis Alberto,"DM, M (C)",Unknown,Unknown,Brazil,BRA,183,80,35,Right Only,DM,A,0,0
8111,Lucas,"DM, M (C)",GUA,Brazilian National Lower Division,Brazil (Lower Division),BRA,182,80,31,Right Only,DM,BWM,58000,1500
3392,Lucas Silva,GK,Unknown,Uruguayan First Amateur Division,Uruguay (Third Division),BRA,188,80,22,Right Only,GK,SK,0,0
5142,Luis Perea,ST (C),Carlos Stein,Peruvian Copa Peru,Peru (Copa Peru),COL,185,86,32,Right,ST (C),AF,12250,325
6177,Luiz Felipe,GK,Aimore,Brazilian National Lower Division,Brazil (Lower Division),BRA,197,75,22,Left,GK,G,3900,75
5908,Maciej Wilusz,D (C),Ural,Russian Premier League,Russia (Premier League),POL,188,85,30,Left,D (C),CD,575000,12000
7741,Madih Talal,M/AM (C),Amiens SC,French Reserves Group 3,France (Reserves Group 3),FRA,178,73,21,Right,AM (C),AM,215000,800
2867,Magomed Mitrishev,"AM (R), ST (C)",Akhmat,Russian Premier League,Russia (Premier League),RUS,178,70,26,Right,ST (C),AF,650000,9750
2257,Marcelo,ST (C),Sao Goncalo EC (RJ),Brazilian National Third Division,Brazil (Third Division),BRA,184,81,30,Either,ST (C),P,15000,250
2905,Marcinho,"DM, M (C)",Unknown,Brazilian National Third Division,Brazil (Third Division),BRA,169,71,32,Right,DM,BWM,0,0
2296,Mario,D (C),Don Benito,Spanish Second Division B4,Spain (Second Division B4),ESP,190,85,24,Left Only,D (C),CD,105000,1100
3297,Marquinhos,AM (C),Unknown,Swiss Promotion League,Switzerland (Promotion League),BRA,171,68,32,Right Only,AM (C),AP,0,0
2053,Martin Erlic,D (C),Spezia,Italian Serie A,Italy (Serie A),CRO,192,83,21,Right,D (C),NCB,275000,1700
3433,Matthieu Dreyer,GK,FC Lorient,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,188,81,30,Right Only,GK,SK,650000,18750
3060,Mauricio,"DM, M (C)",Loures,Portugal Championship - Group D,Portugal (PT Championship D),BRA,162,58,26,Right,M (C),BWM,84000,375
7418,Maxime Pelican,"AM (R), ST (C)",Gaz. Ajaccio,French National,France (National),FRA,176,74,21,Left Only,ST (C),AF,115000,450
1507,Miranda,"D (C), DM, M (C)",Sp. Covilha,Portuguese Second League,Portugal (Second League),BRA,180,77,21,Right Only,DM,BWM,125000,725
3004,Miroslav Lobantsev,GK,Rotor,Russian First Division,Russia (First Division),RUS,188,85,24,Right,GK,G,100000,1600
5972,Miroslav Markovic,ST (C),Indjija,Serbian SuperLeague,Serbia (SuperLeague),SRB,184,81,29,Right,ST (C),AF,165000,300
4564,Mladen Kascelan,"DM, M (C)",Baltika,Russian First Division,Russia (First Division),MNE,178,73,36,Right,DM,BWM,36500,10250
4887,Moussa Gueye,ST (C),Seraing FC,Belgian First Amateur Division,Belgium (First Division),SEN,185,77,30,Right Only,ST (C),P,83000,700
2247,Nacho,"M (R), AM (RC)",Numantia,Spanish Second Division,Spain (Second Division),ESP,177,70,26,Left Only,M (R),IW,350000,2400
2247,Nacho,D (C),NAC Breda,Keuken Kampioen Divisie,Holland (Keuken Kampioen Divisie),ESP,188,85,25,Right Only,D (C),CD,350000,1700
2991,Nadson,AM (LC),Centro Sportivo Alagoano,Brazilian National First Division,Brazil (First Division),BRA,171,69,29,Right Only,AM (L),IW,175000,2100
1297,Neto,ST (C),Oliveirense,Portuguese Second League,Portugal (Second League),BRA,184,78,22,Left Only,ST (C),DLF,20500,450
3075,Nikita Andreev,ST (C),Intercity,Spanish Third Division Group 6,Spain (Third Division Group 6),RUS,180,79,30,Right,ST (C),PF,64000,500
2788,Nikolay Zabolotny,GK,Sochi,Russian Premier League,Russia (Premier League),RUS,184,81,29,Left,GK,SK,300000,6250
8764,Oriol Rey,"DM, M (C)",Valladolid,Spanish First Division,Spain (First Division),ESP,177,71,21,Left,M (C),CM,230000,1200
3452,Pape Paye,D/WB (R),FCSM,Domino's Ligue 2,France (Domino's Ligue 2),FRA,169,70,29,Right Only,D (R),FB,450000,2400
7067,Paulinho,D/WB (L),Marcilio Dias,Greek Super League 1,Greece (Super League),BRA,170,67,31,Left,D (L),WB,46500,1300
7067,Paulinho,DM,EC Bahia,3F Superliga,Denmark (3F Superliga),BRA,179,76,22,Right Only,DM,VOL,46000,775
7192,Pavel Maslov,D (RC),Spartak Moscow,Russian Premier League,Russia (Premier League),RUS,184,75,19,Right,D (R),FB,105000,1000
3225,Pedro Henrique,D/WB/M/AM (L),Unknown,Unknown,Brazil,BRA,176,72,29,Left,D (L),WB,0,0
7869,Philipp Pentke,GK,TSG Hoffenheim,Bundesliga,Germany (Bundesliga),GER,191,84,34,Right Only,GK,G,575000,2800
9061,Pontus Almqvist,"M (C), AM (RC), ST (C)",IFK Norrkoping,Swedish Premier Division,Sweden (Premier Division),SWE,178,67,19,Right,AM (R),W,120000,800
2100,Rafinha,"DM, M (C)",Persela,Indonesian League One,Indonesia (League One),BRA,178,75,29,Right Only,DM,VOL,34500,1200
9250,Reda Khadra,"DM, M/AM (C)",Brighton,English Premier Division,England (Premier Division),GER,179,68,17,Right Only,M (C),MEZ,130000,2900
6606,Ricardinho,"AM (RLC), ST (C)",Khor Fakkan,Brazilian National First Division,Brazil (First Division),BRA,175,69,29,Right,AM (L),IW,2300000,14000
6312,Rogerio,M/AM (C),Ast. Vlachioti,Brazilian National Lower Division,Brazil (Lower Division),BRA,178,75,34,Right,AM (C),AM,1300,275
4865,Roli Pereira de Sa,"M (C), AM (L)",FC Nantes,French National 2 - C,France (National 2 - C),FRA,177,71,22,Left,M (C),MEZ,275000,775
8370,Roman Minaev,"AM (C), ST (C)",Khimik Novomoskovsk,Russian Second Division - Central,Russia (Second Division - Central),RUS,178,78,21,Right,ST (C),F9,120000,925
2028,Ronaldo,"DM, M (C)",Padova,Uruguayan First Division,Uruguay (First Division),BRA,178,78,29,Right,M (C),AP,175000,2100
8679,Samy Benchama,M (C),Montpellier,French National 2 - C,France (National 2 - C),FRA,187,67,18,Right,M (C),CM,74000,100
2670,Sascha Burchert,GK,SpVgg Greuther Furth,Bundesliga 2,Germany (Bundesliga 2),GER,188,78,29,Right,GK,SK,450000,3900
5380,Sekou Conde,D (C),Chateauroux,Domino's Ligue 2,France (Domino's Ligue 2),GUI,193,93,26,Right Only,D (C),NCB,375000,2100
3717,Slimane Sissoko,ST (C),Unknown,Unknown,France,FRA,190,79,28,Right,ST (C),TM,0,0
4936,Stefan Silva,"AM (RLC), ST (C)",AIK,Swedish Premier Division,Sweden (Premier Division),SWE,182,76,29,Right,ST (C),T,140000,1600
7137,Takuma Nishimura,ST (C),Portimonense,Portuguese Premier League,Portugal (Premier League),JPN,178,70,22,Right,ST (C),PF,375000,7250
5171,Tano,D (C),FC Rapid,Romanian Second League,Romania (Liga II),DOM,185,74,28,Either,D (C),CD,155000,375
3288,Thiago Silva,"AM (C), ST (C)",Unknown,Unknown,Brazil,BRA,174,73,36,Right Only,AM (C),AM,0,0
3447,Thiago Xavier,"DM, M (C)",Unknown,Unknown,France,BRA,180,76,35,Right,DM,A,0,0
8407,Tim Lemperle,"AM (RL), ST (C)",1. FC Koln,Bundesliga,Germany (Bundesliga),GER,190,74,17,Right,AM (R),W,105000,55
5192,Tyronne,AM (RLC),Lamia,Greek Super League 1,Greece (Super League),ESP,182,74,28,Left,AM (C),AM,300000,1300
2564,Uche,"D (C), DM",Unknown,Unknown,Nigeria,NGA,188,77,28,Left Only,DM,A,0,0
7144,Vanja Vucicevic,ST (C),Sindjelic,Serbian First League,Serbia (First League),SRB,188,77,21,Left,ST (C),PF,45500,170
151,Vieirinha,"M (C), AM (RC)",Espinho,Portugal Championship - Group B,Portugal (PT Championship B),POR,178,70,22,Right Only,AM (R),W,27000,725
5497,Vladimir Iljin,ST (C),Akhmat,Russian Premier League,Russia (Premier League),RUS,187,77,27,Either,ST (C),PF,925000,12750
